	MACE_pred	av_rating	sentence	worker_0	worker_1	worker_2	worker_3	worker_4	worker_5	worker_6	worker_7	round	batch	sent_id	disagree	agree	neutral
692	agrees	0.5	The rapidly warming Arctic has caused the jet stream to slow, which could result in atmospheric events, such as winter storms, staying put for longer.	agrees	agrees	agrees	neutral	neutral	agrees	neutral	neutral	2	7	t29	0.0005315491867109543	0.9987733719090796	0.0006950789042093937
693	neutral	0.0	In March of this year, a Gallup poll highlighted an interesting tension in American thinking on global warming.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	2	7	t3	0.019508433549265226	0.3954318151729753	0.5850597512777594
694	agrees	0.375	Rick Santorum should be the nominee because he’d caught on earlier than Newt or Mitt to the global warming.	neutral	agrees	neutral	agrees	agrees	agrees	neutral	disagrees	2	7	t30	0.002323412518064135	0.1624899598432041	0.8351866276387319
695	agrees	0.625	Greenland warming up is a problem because Greenland contributes about 40 percent of current sea level rise.	agrees	neutral	agrees	agrees	agrees	agrees	neutral	neutral	2	7	t31	0.009521250108110078	0.9806365339967936	0.009842215895096249
696	disagrees	-1.0	Global warming helps plants — and thus also helps humans and animals .	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	2	7	t32	0.0023551809908945284	0.160956468673514	0.8366883503355916
697	neutral	0.5	The leading candidates are rising atmospheric CO2 levels, a result of emissions from human activities; longer growing seasons, a result of climate change caused by CO2 emissions; and nitrogen pollution, another result of fossil fuel combustion and agriculture.	agrees	neutral	neutral	neutral	neutral	agrees	agrees	agrees	2	7	t33	0.9229927331122952	0.04145421713252412	0.035553049755180914
698	agrees	1.0	An increase of 2 degrees Celsius is about all the planet can accommodate without unimaginably catastrophic consequences: sea-level increases that will wipe out many coastal cities, persistent droughts that will destroy farmland on which hundreds of millions of people depend for their survival, the collapse of vital ecosystems, and far more.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	2	7	t34	0.0009927234272273779	0.008320626265118905	0.9906866503076536
699	neutral	0.125	There could be as little as 30 years of burning fossil fuels before the threshold is reached.	neutral	disagrees	neutral	neutral	agrees	agrees	neutral	neutral	2	7	t35	0.0029759702519577057	0.5411590607181495	0.4558649690298928
700	neutral	0.125	This is the most detailed and U.S.-focused scientific report on global warming.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	neutral	2	7	t36	0.04972868496553096	0.6322106212182249	0.3180606938162441
701	neutral	0.5	The science compels action to address the single largest source of carbon pollution in our country.	neutral	neutral	neutral	agrees	neutral	agrees	agrees	agrees	2	7	t37	0.0023045018501112835	0.8842675867590059	0.11342791139088287
702	neutral	0.0	PFTBA remains in the atmosphere for about 500 years, and unlike carbon dioxide, is taken up by forests and oceans.	neutral	disagrees	neutral	agrees	neutral	neutral	neutral	neutral	2	7	t38	0.998674809985564	0.0007269832612343827	0.0005982067532016472
703	disagrees	-1.0	Much of recent global warming has been fabricated by climate scientists to make it look more frightening.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	2	7	t39	0.002902649593509434	0.4688794863093033	0.5282178640971873
704	neutral	-0.375	The environmental movement is now saying “ climate change ” because it can explain anything, including “ decades of global cooling, ” as one Fox News host claimed.	neutral	disagrees	disagrees	disagrees	neutral	neutral	neutral	neutral	2	7	t4	0.0005256068632737438	0.998792089495414	0.000682303641312355
705	neutral	-0.125	Dispersal may help sustain global Emperor penguin populations for a limited time.	neutral	disagrees	neutral	neutral	neutral	neutral	neutral	neutral	2	7	t5	0.017664431964321922	0.1889107586381903	0.7934248093974878
706	agrees	0.625	The long-held, internationally agreed upon target to limit rises in global average temperatures to 2 degrees Celsius is in error and far above the 1C threshold that would need to be maintained in order to avoid the effects of catastrophic climate change.	agrees	agrees	agrees	agrees	agrees	agrees	neutral	disagrees	2	7	t6	0.0009961186300695576	0.008615496351204332	0.9903883850187262
707	neutral	-0.125	Carbon dioxide – what you are exhaling – is what controls temperature.	neutral	disagrees	neutral	neutral	neutral	neutral	neutral	neutral	2	7	t7	0.0030186751598850533	0.5187175874602098	0.4782637373799052
708	neutral	0.125	The biggest hope for reducing emissions from coal plants globally is natural gas, which has already started to happen in the United States.	neutral	disagrees	neutral	neutral	agrees	neutral	agrees	neutral	2	7	t8	0.013585627485922564	0.06400268741780199	0.9224116850962756
709	neutral	0.25	There was a time we called it global warming, which meant what it said.	agrees	neutral	neutral	neutral	neutral	neutral	neutral	agrees	2	7	t9	0.998704188574145	0.0007011766158981361	0.0005946348099568202
710	disagrees	-1.0	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	2	8	s0			
711	agrees	0.625	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	neutral	neutral	agrees	agrees	agrees	agrees	neutral	agrees	2	8	s1			
712	neutral	0.125	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	neutral	neutral	agrees	neutral	neutral	neutral	2	8	s2			
713	agrees	1.0	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	2	8	s3			
714	neutral	0.0	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	2	8	s4			
715	agrees	0.75	Bleaching has been triggered by global warming and El Nino, a warming of parts of the Pacific Ocean that changes weather worldwide.	agrees	agrees	neutral	agrees	agrees	neutral	agrees	agrees	2	8	t0	0.0030888282646899605	0.8473233753623891	0.14958779637292086
716	neutral	0.125	President Barack Obama's Clean Power Plan mandated drastic carbon dioxide emissions cuts from U.S. power plants.	neutral	neutral	neutral	neutral	agrees	neutral	neutral	neutral	2	8	t1	0.0009227044826368133	0.0018644863415644987	0.9972128091757988
717	agrees	0.75	I am a firm believer that climate change is real, that it is impacted by human behavior and carbon emissions.	agrees	agrees	agrees	agrees	disagrees	agrees	agrees	agrees	2	8	t10	0.9964413412749732	0.0020291609946319496	0.0015294977303947825
718	disagrees	-0.75	They are also the boilerplate propaganda of anthropogenic global warming fanatics that have been so humiliated by exposures of their contrived science.	disagrees	disagrees	neutral	disagrees	neutral	disagrees	disagrees	disagrees	2	8	t11	0.8876547802063461	0.05657391537292611	0.055771304420727835
719	neutral	0.125	Global average temperatures would not rise beyond the crucial 2˚C above preindustrial levels threshold, thought to be the tipping point at which irreversible damage would occur.	neutral	neutral	neutral	disagrees	agrees	agrees	neutral	neutral	2	8	t12	0.9965420523267444	0.002002445370224994	0.001455502303030483
720	disagrees	-0.5	There are no significant observed trends in global tropical cyclone frequency over the past century.	disagrees	neutral	disagrees	disagrees	agrees	neutral	disagrees	disagrees	2	8	t13	0.000825040481707649	0.0011364131204752847	0.9980385463978172
721	neutral	0.125	The [ oil ] industry is not prepared to drill safely in Arctic waters.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	neutral	2	8	t14	0.0020904219843601024	0.03580133323589023	0.9621082447797498
722	disagrees	-1.0	Unseasonal bouts of snow and ice are nothing to do with “ global warming ” but are a natural phenomenon which had been with us since time immemorial .	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	2	8	t15	0.0030395585012941016	0.1420031340442606	0.8549573074544452
723	disagrees	-0.625	The emails undercut the whole scientific claim for man’s impact on global warming.	disagrees	disagrees	disagrees	neutral	agrees	disagrees	disagrees	disagrees	2	8	t16	0.0008250222608603653	0.9979848660758466	0.0011901116632930624
724	neutral	0.375	The seas have warmed.	agrees	neutral	agrees	neutral	agrees	neutral	neutral	neutral	2	8	t17	0.004813955762570327	0.7916562723022084	0.2035297719352213
725	agrees	0.75	We can limit warming from human-caused carbon pollution to less than 3.6 degrees Fahrenheit — if we act now.	agrees	agrees	agrees	agrees	disagrees	agrees	agrees	agrees	2	8	t18	0.0014670273887301085	0.9970994771536604	0.0014334954576093613
726	agrees	0.625	The killer heat waves in Europe in 2003 and 2010 are also made far more likely by global warming.	agrees	agrees	agrees	agrees	disagrees	agrees	agrees	neutral	2	8	t19	0.9454673097840208	0.0030869380842416983	0.051445752131737466
727	disagrees	-0.75	Despite the threadbare efforts of the usual suspects to pin the blame on “ climate change ”, all the credible evidence suggests that this is about economic migration and about political instability, not about global warming.	disagrees	disagrees	disagrees	disagrees	agrees	disagrees	disagrees	disagrees	2	8	t2	0.0490190279074522	0.052909341119248096	0.8980716309732998
728	neutral	-0.125	The supposedly non-binding agreement actually gives the EPA legal authority to regulate carbon emissions.	neutral	disagrees	neutral	neutral	neutral	neutral	neutral	neutral	2	8	t20	0.8589699793613738	0.005626606429970667	0.1354034142086555
729	neutral	0.125	Exxon planners don’t believe serious carbon limits will be on the books anytime soon, leaving the company free to burn through its reserves of oil and gas.	neutral	neutral	neutral	agrees	neutral	neutral	neutral	neutral	2	8	t21	0.002344962828785912	0.05810603663138361	0.9395490005398304
730	disagrees	-0.125	Global warming has slowed because of measures taken by the government.	neutral	neutral	neutral	disagrees	agrees	disagrees	disagrees	agrees	2	8	t22	0.9973666207700488	0.0012978889873564365	0.0013354902425949168
731	disagrees	-0.5	Even the term ‘global warming’ does not mean anything unless you give it a time scale.	disagrees	disagrees	neutral	disagrees	agrees	disagrees	disagrees	neutral	2	8	t23	0.9592037298297686	0.004282432101272481	0.036513838068958894
732	agrees	1.0	Global warming’s here, the old rules don’t apply, and not doing anything about it for the past 30 years is going to prove far, far more expensive than doing something would have been.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	2	8	t24	0.00346262611899646	0.2426372472899713	0.7539001265910322
733	agrees	0.625	Global temperature is on a rapid upward trajectory.	agrees	agrees	agrees	agrees	neutral	neutral	neutral	agrees	2	8	t25	0.001436293140169167	0.9971443422790504	0.001419364580780422
734	agrees	0.375	1.6 degrees Celsius (just under 3 degrees Fahrenheit) of temperature rise above pre-industrial levels might be enough to lock in Greenland’s complete melting.	agrees	neutral	neutral	agrees	disagrees	neutral	agrees	agrees	2	8	t26	0.003131768934767009	0.9624314790742224	0.034436751991010636
735	disagrees	-0.75	Not even the basic data is settled, and if this new paper is correct, the supposedly infallible high priests of global warming have been making a gigantic error for decades.	disagrees	disagrees	disagrees	disagrees	agrees	disagrees	disagrees	disagrees	2	8	t27	0.036789559642328856	0.002891387651067189	0.960319052706604
736	neutral	0.125	Momentum develops for a global drive to keep greenhouse gas emissions below 450 parts per million .	neutral	neutral	neutral	neutral	agrees	neutral	neutral	neutral	2	8	t28	0.002045444522592455	0.03519253507422973	0.962762020403178
737	agrees	0.5	Global warming would cause rapid rises in food prices, causing severe consequences in poor countries.	agrees	neutral	agrees	agrees	neutral	neutral	agrees	neutral	2	8	t29	0.4374080663657477	0.07619193803762969	0.4863999955966226
738	disagrees	-0.375	Tending to the needs of the poor constitutes a greater priority than curbing global warming.	disagrees	neutral	disagrees	disagrees	agrees	disagrees	disagrees	agrees	2	8	t3	0.8347312250385612	0.005965608502221128	0.15930316645921766
739	agrees	0.75	We are indeed on track to a “ 4C world ” marked by extreme heat waves and life-threatening sea-level rise.	agrees	agrees	agrees	agrees	disagrees	agrees	agrees	agrees	2	8	t30	0.0008458511531774009	0.9979052963367192	0.0012488525101034635
740	neutral	0.25	The average global temperature in 1997 essentially equaled the record set in 1990.	neutral	neutral	neutral	agrees	neutral	neutral	neutral	agrees	2	8	t31	0.003161196058951248	0.81042918925302	0.18640961468802889
741	neutral	0.25	The winning candidate will continue Bloomberg’s work to mitigate global warming and increase energy efficiency.	neutral	neutral	neutral	agrees	disagrees	neutral	agrees	agrees	2	8	t32	0.005267192386591633	0.6580914170294154	0.33664139058399284
742	neutral	-0.25	No comprehensive models yet exist to address sea level rise and its threat to historic landmarks.	neutral	neutral	neutral	disagrees	neutral	disagrees	neutral	neutral	2	8	t33	0.9965027550356352	0.0020672120025004466	0.001430032961864101
